#{"t_start": 1779171662.9252996, "env_id": "None"}
r,l,t
222.844547,105,73.382434
222.423714,104,73.44904
222.01184,103,73.515132
221.566388,103,73.580782
222.731791,105,73.647253
222.020049,103,73.712518
222.413629,104,73.778028
222.381026,104,73.844031
221.845664,103,73.909332
222.834473,106,74.626168
221.994083,103,74.69181
221.418289,102,74.755405
222.23859,104,74.822405
221.248151,103,74.888916
222.323005,104,74.954424
222.173264,104,75.020425
222.509773,104,75.084933
223.065566,106,75.151443
222.786541,105,75.218443
222.596383,105,75.927361
223.041647,105,75.993871
223.035742,106,76.061391
222.873434,105,76.128392
222.748938,105,76.195905
222.455383,104,76.262503
222.74054,105,76.329504
222.144084,103,76.395015
222.065932,104,76.460523
222.937009,106,76.525612
223.141891,107,77.243049
222.973062,106,77.309555
222.707847,105,77.375063
223.424815,107,77.442091
222.831665,105,77.50865
222.890579,106,77.575907
222.521006,104,77.64164
223.60892,107,77.708145
223.692802,108,77.776655
223.599856,107,78.493827
222.494607,104,78.559846
222.999915,105,78.626846
222.898278,105,78.694899
222.405682,104,78.758409
222.107215,103,78.822919
222.840844,105,78.888343
221.9847,103,78.9539
222.957004,106,79.020409
222.908035,105,79.086916
222.70533,105,79.80872
222.388518,104,79.87531
221.826586,103,79.940312
222.940731,105,80.007819
222.639284,104,80.074329
222.234196,104,80.140332
222.599875,105,80.20684
222.844058,106,80.272358
223.351211,107,80.340363
223.387118,107,80.406871
222.946702,106,81.124525
222.314597,104,81.189537
222.884466,105,81.255046
222.488123,105,81.321048
222.702533,106,81.386556
221.984156,103,81.452065
222.19521,104,81.517065
222.874707,105,81.583578
222.691072,105,81.650234
222.567921,104,81.716791
222.654287,104,82.43244
222.755328,104,82.498951
222.122454,103,82.5626
221.578824,102,82.625106
222.386376,104,82.691616
222.664264,105,82.758126
222.286801,103,82.824125
222.393333,104,82.889852
222.381744,103,82.95455
222.417183,104,83.020566
222.353835,103,83.735705
222.67898,105,83.801214
222.274407,103,83.864816
222.602334,104,83.930903
222.756663,105,83.996323
222.450195,104,84.062834
222.072084,103,84.127834
222.413853,104,84.192342
221.822613,103,84.257941
222.075703,104,84.321941
222.52282,104,85.038947
222.331822,104,85.104453
221.742558,104,85.169961
222.361856,104,85.235961
221.732205,103,85.301469
222.63787,104,85.367641
222.259197,103,85.432705
222.41191,104,85.497719
222.759776,105,85.564233
222.195881,103,86.283575
222.080176,103,86.347579
221.884093,105,86.415087
222.446773,103,86.480596
222.495633,104,86.545682
222.701047,105,86.611672
22.536182,500,87.581265
221.95238,103,87.646778
222.544424,104,87.714116
221.528518,102,87.778624
222.450183,104,87.844625
222.574102,105,87.911132
221.705125,103,87.974643
222.671593,104,88.039646
222.618033,104,88.104154
222.037827,103,88.169663
222.209789,104,88.883499
222.488973,103,88.948502
221.913483,103,89.013007
222.341203,103,89.078516
222.5231,104,89.144518
222.729822,105,89.211024
221.802289,103,89.276533
222.198051,103,89.342536
222.348068,104,89.408405
222.302355,103,89.472912
222.586685,104,90.202295
221.769028,102,90.266806
222.486596,103,90.331805
222.237009,103,90.397317
221.945398,103,90.461826
222.172111,103,90.527454
222.375879,104,90.593965
221.808357,102,90.65848
222.185198,104,90.724478
222.054488,103,90.788987
222.473881,103,91.506101
221.915313,103,91.569612
222.335817,104,91.633119
222.848025,105,91.700146
222.832622,105,91.767655
222.18968,104,91.834921
222.804922,105,91.902575
223.067687,105,91.969105
221.704478,102,92.034649
221.862929,103,92.099159
221.78392,103,92.81635
222.5343,103,92.878861
222.483062,105,92.945863
222.816515,106,93.012372
221.846506,103,93.078881
223.24311,106,93.146884
222.830059,105,93.213391
222.213581,103,93.279899
222.743491,104,93.344902
223.150842,106,93.410409
222.748851,105,94.130972
222.097695,104,94.195483
222.000478,103,94.260993
221.778324,104,94.325993
222.707687,105,94.391507
222.45425,104,94.456016
222.885999,105,94.522642
222.711847,104,94.589865
222.52216,104,94.656374
222.840278,105,94.723374
222.644528,105,95.436952
223.328861,106,95.503464
223.316502,107,95.571633
222.997342,107,95.639613
222.817706,105,95.706121
222.644783,104,95.772633
223.165491,106,95.839636
222.496321,105,95.906146
222.680098,105,95.97266
222.428001,104,96.698563
221.720349,103,96.764076
222.157215,103,96.830075
222.437047,104,96.896728
222.060492,104,96.961746
221.827697,102,97.027366
222.710349,104,97.091877
222.618054,105,97.158387
222.525275,104,97.223436
222.143028,104,97.288485
222.137444,103,98.004859
223.084592,106,98.072366
222.360284,104,98.138369
222.268279,103,98.20388
222.618986,104,98.270394
222.50466,104,98.338612
222.462621,104,98.404182
222.68408,104,98.4692
222.63573,105,98.536315
222.659136,105,98.601795
222.112614,103,99.319383
222.323331,103,99.384898
222.967877,105,99.452901
222.800441,105,99.519408
222.124825,102,99.584918
222.749561,105,99.649921
222.617554,104,99.716042
222.940287,105,99.783241
222.665886,105,99.850244
222.473782,105,99.915751
222.294839,104,100.638505
221.857144,103,100.70302
222.227347,103,100.768534
222.570236,104,100.835532
222.913334,105,100.903213
222.741982,105,100.968726
222.953764,105,101.035728
222.892672,105,101.10281
223.170754,106,101.169323
222.161813,103,101.235323
222.909271,105,101.950962
222.362878,103,102.016507
222.120903,103,102.082018
222.306136,103,102.148022
222.449752,104,102.214533
222.146393,103,102.28105
222.125638,103,102.347052
220.941824,102,102.415246
222.153982,103,102.484517
222.515166,104,102.587746
222.364594,103,103.34353
221.7649,103,103.407582
222.308076,103,103.471689
221.790222,103,103.536689
221.983976,102,103.602255
222.465921,104,103.668766
222.431476,104,103.734764
221.411409,102,103.799911
221.942518,103,103.865505
222.249266,103,103.932014
222.438509,104,104.647589
222.202891,103,104.711709
222.116597,103,104.777762
221.301282,102,104.842021
222.046464,103,104.907528
222.620702,104,104.971549
221.84302,102,105.034549
222.112806,104,105.101063
221.964758,103,105.167162
221.471856,101,105.231604
221.844389,102,105.93868
221.754549,103,106.004751
222.708168,104,106.070803
221.987908,103,106.136805
221.693132,103,106.20196
222.309159,103,106.268473
223.095493,106,106.335472
222.054788,103,106.400982
222.030863,102,106.466158
222.190028,103,107.176692
222.668099,104,107.24369
222.242029,104,107.30788
222.299834,103,107.372935
222.201401,103,107.436952
221.984007,103,107.501996
222.17968,103,107.566126
222.351761,103,107.631106
222.772381,104,107.696213
222.605741,104,107.761214
221.916229,102,108.477933
222.017116,103,108.54144
222.605553,104,108.607952
222.521559,104,108.673025
222.211433,103,108.738024
222.692849,105,108.804084
222.294456,105,108.871194
222.25356,103,108.937192
222.314493,104,109.004251
222.662347,104,109.070321
222.127915,104,109.788755
222.639314,104,109.855127
222.011475,102,109.921634
222.591846,104,109.988145
222.221161,104,110.053152
222.026137,103,110.117656
222.096409,103,110.183169
222.207333,103,110.24817
222.034969,102,110.310679
221.604322,102,110.374187
222.508002,103,111.087918
221.471442,101,111.15292
222.082805,103,111.217426
221.939706,102,111.282831
222.123406,103,111.346659
221.944313,103,111.410287
222.293075,103,111.474798
221.904632,103,111.5388
221.300929,103,111.603109
221.873296,103,111.668216
221.62125,103,112.385995
221.928401,103,112.450996
222.012602,102,112.516618
221.498478,102,112.581207
222.106355,103,112.647209
222.325372,103,112.712718
222.200627,103,112.778225
221.835047,103,112.843225
221.909252,103,112.907711
222.136369,103,112.971223
45.119744,500,113.943217
222.53055,103,114.008726
221.522516,103,114.073234
222.121055,104,114.137233
222.216048,103,114.202279
222.161945,103,114.267789
221.75224,103,114.986486
222.071594,102,115.051503
222.248151,103,115.117011
221.921036,103,115.181517
222.235463,103,115.246519
222.006821,102,115.310027
222.747818,104,115.374535
221.800879,102,115.438537
221.970664,104,115.504045
221.438721,102,115.568558
221.76578,103,116.288952
222.740882,105,116.356957
222.744666,104,116.422122
222.4923,104,116.488637
221.870454,102,116.55374
223.070512,105,116.619763
221.963074,103,116.685269
222.282428,103,116.750271
221.979176,104,116.814781
221.635568,103,116.881289
222.159052,103,117.604465
222.72697,104,117.66998
221.877434,102,117.73598
222.422555,104,117.803328
222.555059,104,117.868392
222.936176,105,117.934898
221.558093,102,117.998409
222.282547,103,118.064409
221.993953,103,118.129916
222.264239,103,118.194427
222.724414,104,118.910684
221.60054,103,118.975192
222.181727,103,119.041193
220.997554,101,119.104703
222.461181,103,119.168631
221.841855,103,119.233284
22.491204,500,120.208087
222.26988,103,120.273596
222.210296,103,120.339594
222.404848,104,120.405647
222.292871,103,120.471156
223.170827,105,120.536664
222.584416,104,120.602959
222.031761,102,120.667962
222.599871,104,120.73409
223.213565,106,120.801602
221.924726,103,121.521221
222.488664,104,121.586796
221.78278,103,121.651795
222.453368,104,121.718304
222.056156,102,121.782815
222.377854,103,121.847815
222.465816,104,121.914323
221.496647,103,121.979397
221.574944,102,122.043905
221.745385,103,122.109047
222.351158,104,122.828766
222.568342,104,122.894278
222.159419,103,122.959282
223.079085,105,123.025787
222.749958,104,123.090294
222.637147,104,123.154297
222.205669,103,123.218805
222.179313,103,123.284318
222.680802,104,123.350318
222.180089,103,123.41548
223.131041,105,124.128047
222.710013,105,124.195554
222.619782,104,124.261651
222.811551,104,124.328218
222.577293,104,124.394241
221.426477,103,124.458243
222.509831,104,124.523263
222.985202,105,124.589843
222.913629,106,124.656847
223.015022,105,124.723354
222.463162,104,125.436349
222.159647,104,125.500864
221.725687,102,125.564867
222.267421,103,125.630864
222.872755,104,125.696374
222.064771,103,125.762377
222.561939,105,125.828884
223.089742,105,125.895395
222.666973,104,125.961399
222.881671,105,126.678516
222.790867,105,126.743514
222.673019,104,126.809026
222.214409,103,126.874534
222.532707,104,126.941534
222.299973,104,127.007095
221.804211,103,127.072605
222.113642,103,127.443764
222.626302,105,127.509882
223.184337,105,127.577426
222.848085,105,128.287001
223.364168,106,128.355002
222.801259,105,128.419514
222.335208,103,128.483024
222.736926,105,128.548533
222.217378,103,128.614375
222.663944,104,128.680944
222.724373,104,128.74545
222.871583,104,128.81096
222.397658,103,128.876472
221.545176,102,129.590407
222.778792,104,129.655407
223.275232,107,129.722919
222.613225,104,129.788426
222.354128,104,129.853426
222.23273,104,129.919937
222.541565,104,129.985449
222.51996,104,130.051446
222.681453,104,130.117958
44.595264,500,131.084252
222.74002,104,131.150251
222.867525,105,131.217312
222.110705,103,131.281824
222.363459,103,131.346825
221.922266,103,131.412333
222.699824,105,131.478845
222.397035,104,132.195858
222.349527,103,132.261858
222.863594,105,132.329365
222.803545,105,132.395877
222.191374,103,132.460877
222.568782,104,132.527439
222.477028,104,132.591948
222.414724,104,132.65695
222.293922,103,132.722461
221.822595,102,132.78797
222.560626,104,133.505263
221.080506,102,133.569265
222.538976,103,133.633768
221.928068,103,133.699278
222.475218,105,133.76428
222.231204,102,133.828787
221.884288,103,133.893297
222.458201,103,133.959301
222.645069,104,134.025805
222.505982,105,134.092314
223.054817,105,134.805186
223.157078,105,134.871187
222.664858,104,134.935696
222.326089,103,134.998207
222.162284,103,135.064036
222.324171,103,135.128171
222.917871,104,135.194186
223.087269,105,135.261188
222.844799,105,135.328694
222.303726,103,135.394203
222.17054,103,136.108078
222.023666,102,136.173079
222.144959,102,136.23759
222.161785,102,136.302096
222.05057,102,136.3681
222.176635,103,136.433611
222.13533,103,136.499127
222.259093,103,136.563742
221.483585,102,136.628752
222.312811,103,136.694261
222.240802,104,137.412505
222.403713,103,137.477579
44.276906,500,137.791139
222.917059,105,137.857138
222.682922,104,137.923649
222.622497,104,137.990164
222.50616,104,138.704913
221.829777,103,138.770424
222.779819,104,138.83693
223.126908,105,138.903084
222.157613,104,138.969085
222.83152,104,139.035188
222.867813,104,139.101288
222.54471,103,139.168292
222.555515,104,139.2338
222.908681,106,139.952737
222.912944,105,140.02025
222.750629,104,140.085636
222.445719,103,140.153283
222.79266,104,140.218792
222.750494,104,140.284301
222.998495,105,140.351301
222.679577,104,140.418809
222.918567,105,140.485322
222.486584,103,140.551424
222.752844,104,141.264687
223.41656,106,141.331193
223.393196,106,141.397707
222.911444,105,141.46371
223.359548,106,141.532121
222.967856,105,141.596946
223.042459,106,141.665508
222.816996,104,141.732017
222.001009,103,141.797525
223.413545,106,141.865527
222.779751,104,142.581009
222.275513,103,142.64501
222.893635,104,142.70952
222.351317,103,142.774523
222.916547,104,142.840032
222.958635,104,142.905639
223.11247,105,142.971643
222.635568,104,143.037677
222.534775,104,143.104189
222.802211,104,143.170192
222.116428,103,143.888296
222.518577,103,143.954295
222.561878,104,144.019809
222.318809,103,144.084893
222.062013,103,144.149892
221.980269,103,144.216032
222.703771,104,144.282047
222.259308,103,144.347361
222.506995,104,144.41287
221.796234,102,144.475873
222.694246,104,145.194702
222.830218,104,145.260704
222.99093,105,145.327789
222.562596,104,145.393844
222.528182,103,145.458843
222.491878,104,145.52435
223.132431,105,145.589993
222.297303,103,145.655506
222.679233,104,145.722104
222.276847,104,145.7882
222.465838,103,146.503802
222.562107,104,146.570313
221.881321,102,146.635339
223.010642,105,146.700849
222.380303,103,146.764854
221.860995,103,146.829031
222.941995,105,146.896095
223.493873,106,146.964601
222.853839,105,147.030352
222.928565,104,147.744784
222.519904,103,147.80986
222.494178,104,147.876865
222.138169,103,147.941918
222.612196,104,148.010071
221.764492,102,148.074546
222.515936,104,148.141128
222.471446,104,148.206693
221.92475,103,148.272697
222.500919,103,148.337204
221.919078,102,149.051884
221.97125,102,149.117943
221.485273,102,149.183025
222.397,103,149.249025
22.375914,500,149.56768
221.784955,102,149.63262
221.719779,102,149.697129
222.453743,104,150.422996
221.624513,102,150.488509
222.264722,103,150.553631
222.740051,104,150.620204
222.276236,103,150.685715
222.448902,104,150.750715
222.03336,102,150.814224
222.323296,103,150.880229
221.882776,102,150.943736
222.317406,103,151.657075
222.647156,104,151.723583
222.166933,103,151.78869
222.395816,103,151.85373
222.305957,103,151.918244
222.506777,104,151.983822
222.039168,102,152.048821
223.067892,105,152.115333
222.193513,102,152.178338
222.706485,104,152.243844
222.738334,104,152.96377
222.483435,104,153.029279
222.708381,104,153.095432
222.210665,103,153.161432
223.447665,106,153.226943
222.854096,105,153.291451
222.389185,103,153.356451
22.740134,500,154.321699
222.330448,103,154.387211
223.019129,105,154.45421
222.589116,104,154.520328
222.275205,103,154.583335
223.177718,105,154.650384
222.709504,104,154.716894
222.449084,103,154.782405
222.691368,104,154.847252
222.829721,104,155.561829
222.86095,104,155.628373
223.25758,106,155.694881
222.911664,105,155.761879
223.648235,107,155.828393
223.02431,105,155.8959
222.638724,103,155.961902
223.018941,105,156.028945
223.144404,105,156.095451
222.171658,103,156.159451
223.027227,105,156.879622
223.4737,106,156.947133
223.089035,105,157.014702
223.032292,105,157.080707
223.607472,107,157.149213
223.30769,106,157.215552
223.340914,106,157.280619
222.909326,104,157.345126
223.033381,105,157.412148
222.371505,103,157.476658
223.306697,105,158.196274
222.857437,104,158.262274
222.849941,104,158.326781
222.836221,105,158.392927
222.370092,103,158.457836
223.441347,106,158.525449
222.807379,104,158.592425
222.073233,102,158.657424
223.030366,105,158.723936
222.467645,103,158.787444
222.599175,103,159.507959
222.638788,103,159.573622
223.209603,105,159.639129
222.405994,104,159.704637
222.686928,104,159.76964
221.856695,103,159.835149
221.93214,103,159.900659
223.321445,106,159.96866
222.019121,102,160.033173
223.122472,105,160.75576
222.537036,103,160.821275
222.801191,104,160.88701
223.131805,105,160.953785
223.149873,105,161.021078
222.792409,104,161.087142
222.744305,104,161.153651
222.507082,103,161.219161
222.953444,105,161.286394
222.093675,102,161.351394
222.54338,103,162.073399
222.891952,104,162.139907
222.314032,103,162.206416
223.305453,105,162.273419
222.851629,104,162.339945
222.77491,104,162.406456
222.595615,104,162.472459
222.49747,103,162.537559
222.280827,104,162.604068
222.563185,103,162.669068
222.550335,103,163.382265
222.523767,104,163.448771
222.111115,102,163.513284
223.019355,105,163.57929
222.446179,103,163.644899
222.213807,103,163.710417
222.379631,103,163.775419
222.795863,104,163.840927
223.294984,106,163.908418
222.824507,104,163.97442
223.018766,105,164.690759
222.264272,103,164.756757
221.966761,102,164.82227
222.507698,103,164.885337
222.635609,103,164.949843
222.804753,104,165.015352
222.400604,103,165.079354
222.07206,102,165.1424
222.597039,103,165.207912
222.744667,104,165.273914
222.748285,104,165.994548
222.294324,103,166.059546
222.087726,103,166.125057
222.19015,102,166.189565
222.287421,103,166.255565
222.262337,103,166.321074
222.416826,103,166.38758
222.292781,103,166.452583
222.402193,103,166.518614
221.965586,102,166.583708
222.756088,104,167.302136
222.728635,104,167.368136
222.097222,102,167.433755
222.452252,103,167.499185
222.576198,103,167.564236
222.570094,104,167.630325
223.547766,106,167.697835
222.299582,103,167.762837
222.824063,104,167.829345
222.873194,104,167.895447
221.82507,102,168.610247
222.342848,103,168.675341
222.774237,104,168.740853
222.108677,102,168.806362
222.300715,103,168.872361
222.923801,104,168.937873
222.601789,104,169.004894
222.508029,103,169.069895
221.619398,102,169.135406
222.61206,104,169.202007
222.313428,103,169.918703
223.352808,106,169.983705
222.31216,103,170.049212
222.272454,103,170.115721
222.544823,104,170.181724
222.801046,104,170.248231
222.353101,103,170.31374
222.801347,104,170.380747
222.37718,103,170.446252
