#{"t_start": 1779171662.9273012, "env_id": "None"}
r,l,t
221.38511,107,35.489809
221.976529,107,35.558418
222.320458,108,35.628894
221.89664,109,35.698586
221.813887,106,35.76575
221.610127,106,35.830842
221.068245,104,35.897348
221.578729,106,35.964866
222.370455,108,36.683564
222.361448,107,36.753074
221.674827,107,36.821078
221.286233,106,36.886582
221.843447,105,36.951096
222.131771,106,37.017672
222.011156,108,37.08668
222.125913,107,37.154189
222.339853,106,37.2217
222.05387,107,37.936629
221.117464,104,38.002629
222.150648,107,38.07014
221.784899,107,38.136651
221.90176,107,38.20465
221.96726,106,38.269157
221.637563,106,38.335667
222.473115,109,38.403669
222.364575,108,38.472195
221.945126,104,38.53682
221.518705,106,39.255364
221.511307,107,39.324366
221.968131,107,39.389962
222.322877,107,39.456383
220.783806,103,39.520388
222.130971,107,39.587896
221.475236,105,39.655406
221.881336,105,39.72041
221.151626,104,39.785915
221.220522,104,39.851523
221.724884,106,40.570096
221.5867,104,40.635609
220.966703,103,40.700609
221.979872,106,40.766119
221.875416,105,40.833119
221.76375,104,40.899102
221.653687,104,40.963614
221.529493,104,41.028616
222.383743,108,41.096186
221.996957,106,41.810452
221.539589,104,41.875963
222.234891,108,41.944469
221.77717,107,42.012077
221.76704,105,42.079591
221.855568,103,42.14418
222.391231,106,42.21225
221.686065,106,42.279807
221.669366,105,42.345316
221.644503,105,42.412406
222.198285,106,43.128416
222.226389,105,43.194926
221.719989,105,43.260437
221.751898,106,43.32853
221.787465,105,43.393943
221.154401,105,43.461039
220.885784,105,43.52704
221.486665,103,43.592705
221.88591,104,43.658214
221.104495,103,43.721217
221.655421,105,44.448509
221.437661,104,44.512623
221.513816,104,44.577636
220.919494,104,44.642153
221.750975,105,44.710152
221.469812,105,44.778664
222.105673,106,44.847175
220.523537,104,44.913264
222.238367,105,44.980688
221.890816,104,45.046197
222.193671,105,45.762793
221.891808,105,45.828797
222.077908,104,45.895302
222.559647,106,45.960811
221.682342,104,46.025815
221.958887,104,46.090323
221.830611,105,46.156832
222.726011,106,46.224837
222.42344,106,46.292342
222.64268,106,47.008815
222.643801,107,47.078322
222.195851,104,47.144834
222.004998,104,47.210836
221.762802,105,47.277347
221.428661,104,47.343857
221.996017,104,47.410463
222.07862,105,47.477479
221.638327,104,47.543993
222.192841,105,47.611268
222.408107,106,48.329561
222.010373,105,48.396067
222.514339,105,48.462577
222.51401,106,48.528702
221.826272,102,48.593496
221.610492,103,48.658999
221.960071,104,48.725623
222.441127,106,48.793129
222.566479,105,48.859639
222.154302,104,48.925642
222.005349,104,49.643262
222.132186,106,49.711262
221.866645,104,49.776772
222.093069,104,49.841815
222.07172,105,49.906816
221.978471,104,49.972325
222.19864,105,50.039836
221.731869,103,50.102834
222.238286,105,50.168344
222.42944,105,50.236346
221.974562,104,50.95754
222.113316,104,51.022538
221.503757,103,51.087105
221.974715,103,51.149614
222.50712,105,51.212614
221.662574,103,51.277122
222.198071,105,51.34163
222.571957,105,51.40863
222.053204,104,51.47514
222.142318,103,51.540652
221.836238,103,52.254346
221.97756,105,52.321346
222.450685,104,52.387841
221.924735,103,52.453278
222.069959,104,52.519402
221.568426,104,52.585423
221.912375,103,52.649026
222.419013,105,52.714936
222.547524,105,52.78196
222.080028,104,53.501036
222.088238,103,53.566547
222.164362,105,53.633501
221.993592,104,53.69901
221.743666,104,53.765155
222.055646,104,53.830158
222.083905,104,53.896665
221.946716,103,53.961174
221.873033,103,54.028177
221.621838,103,54.092685
221.903366,105,54.807278
221.896883,104,54.87379
221.719616,104,54.939302
221.651394,103,55.003302
222.163833,105,55.070813
222.403822,105,55.135833
221.837558,103,55.202395
222.263596,104,55.266908
222.077514,104,55.332911
221.711619,103,55.398417
221.796224,103,56.116738
222.285218,104,56.182248
221.696711,104,56.248757
221.975401,103,56.314755
222.453114,105,56.380266
222.942919,106,56.447776
221.700476,104,56.513374
221.327797,103,56.578904
221.85555,103,56.644418
221.796975,103,56.710416
223.047199,107,57.42812
222.015347,104,57.492625
222.259738,104,57.558138
222.353085,104,57.623136
222.068531,104,57.689649
222.295895,104,57.755157
221.963736,104,57.822158
221.938609,103,57.886672
222.252197,103,57.951194
221.941282,103,58.017194
221.990202,104,58.732795
222.406472,105,58.799301
221.786294,103,58.86483
221.810881,103,58.929834
221.675031,103,58.994341
222.213171,105,59.060851
221.017236,103,59.125853
222.341923,104,59.192359
222.388125,105,59.258869
221.688886,104,59.325894
222.06034,104,60.049943
221.547661,104,60.115943
221.849274,104,60.181455
220.744424,103,60.245969
222.509143,105,60.311967
222.115756,104,60.377481
221.946955,104,60.442992
221.676754,103,60.508495
221.755223,103,60.57301
221.931892,103,60.639015
222.173699,104,61.357174
45.285978,500,61.675255
221.27542,103,61.740365
45.835173,500,62.710025
221.913296,103,62.774536
222.181874,103,62.839539
222.582656,104,62.905048
221.661364,103,62.970642
222.409968,104,63.036566
221.334363,102,63.102078
221.391912,102,63.468127
221.529299,103,63.532786
222.341091,104,64.249434
222.877901,105,64.316435
222.197383,104,64.382947
222.741928,105,64.45009
222.052927,102,64.514625
221.881173,104,64.579646
221.616924,102,64.643159
222.48078,105,64.710161
222.29346,104,64.776672
221.645859,103,64.84218
221.801858,103,65.558834
222.49128,104,65.625738
221.634423,103,65.690927
222.787949,105,65.758008
221.32407,102,65.823009
222.637355,105,65.89061
222.564306,105,65.957158
221.594853,103,66.022291
222.249468,104,66.087803
222.320873,104,66.802563
222.2566,104,66.869074
221.839441,103,66.93508
222.287753,103,67.000198
221.518074,102,67.065711
221.52301,103,67.131715
222.594858,104,67.196218
223.022692,105,67.263768
221.323408,103,67.328882
221.691563,103,67.395301
221.60186,103,68.111344
222.150668,103,68.177423
222.031899,104,68.243933
221.983785,103,68.309935
222.71259,106,68.377445
222.064063,104,68.443955
222.400292,105,68.509465
222.028898,103,68.575236
222.118892,103,68.638958
221.759289,103,68.705459
221.913015,103,69.41727
221.615411,102,69.483778
222.388033,104,69.55129
222.518814,104,69.61829
221.996293,103,69.682799
222.191871,104,69.749308
221.779204,105,69.815308
222.94542,105,69.882386
222.681124,104,69.947896
222.254077,104,70.011897
221.613351,103,70.730503
222.541196,104,70.797012
222.482073,104,70.86352
221.61635,103,70.928522
222.19455,104,70.995033
222.491797,104,71.062051
222.095843,104,71.12761
222.542069,104,71.19312
222.7849,106,71.259632
222.649763,105,71.325632
22.646883,500,72.294814
222.219642,104,72.361324
222.799423,105,72.427494
222.294855,104,72.495053
222.839543,105,72.561171
222.085467,104,72.626191
222.755567,105,73.340934
222.39426,104,73.406433
222.427361,104,73.473038
222.562922,105,73.540048
222.131869,104,73.606781
222.335492,104,73.672517
223.258886,107,73.74052
222.352508,104,73.806027
222.449831,104,73.87133
222.781638,105,73.938423
223.277313,107,74.656249
222.045266,103,74.721809
222.342174,104,74.787406
222.287969,104,74.853914
222.364021,104,74.919914
222.875084,105,74.986423
222.350873,104,75.051932
221.847811,104,75.116933
222.568678,104,75.18244
221.637286,103,75.246951
222.483368,104,75.956872
222.124175,103,76.021871
222.910639,105,76.089478
221.727162,102,76.154902
222.078558,105,76.221902
222.979875,106,76.289504
222.900759,105,76.357014
222.783129,105,76.423014
222.609551,105,76.487524
221.78252,104,77.202046
222.195649,103,77.267553
223.083191,106,77.333557
223.416935,107,77.401064
222.801014,105,77.467646
222.829764,105,77.533648
223.209502,106,77.600636
223.328138,106,77.667143
223.309356,107,77.734146
223.230714,106,77.800652
222.937844,105,78.517333
222.599731,105,78.583844
222.777088,105,78.651358
222.749555,105,78.717897
223.174765,106,78.782407
222.467359,104,78.848935
223.099551,106,78.915342
222.455086,105,78.982411
222.40883,104,79.04641
222.612837,104,79.114004
222.875665,105,79.835723
222.761998,105,79.902308
223.056038,106,79.969816
223.017039,106,80.03682
222.346658,104,80.103326
222.716365,105,80.169834
222.347732,104,80.235851
222.805249,105,80.300357
222.536716,105,80.367867
222.409179,104,80.431867
222.986399,105,81.148532
222.446072,104,81.213535
222.769016,104,81.279046
222.381995,103,81.343048
222.861148,104,81.408554
222.797639,105,81.475064
222.329734,104,81.540066
222.285169,104,81.605722
222.83714,105,81.672739
222.269411,104,82.388438
222.47447,105,82.455947
223.098151,106,82.523461
222.690235,105,82.587104
222.162811,103,82.651612
222.794506,105,82.718612
221.918844,103,82.784122
222.898051,105,82.85085
223.226642,107,82.91785
222.345088,104,82.984565
222.31331,105,83.700705
222.00512,103,83.765212
222.87771,105,83.830212
222.463065,104,83.894813
222.206591,104,83.961323
222.775285,106,84.027321
222.294145,104,84.093832
222.034787,104,84.158341
222.307159,104,84.224342
222.438825,104,84.28994
221.928569,104,85.004943
222.207597,103,85.07054
222.433124,104,85.136454
222.521607,104,85.20196
222.187918,103,85.267468
222.048188,103,85.332891
222.754925,105,85.399642
222.464929,103,85.463719
222.87389,104,85.529718
222.331594,103,85.594175
222.468643,104,86.313575
222.367548,103,86.379085
222.946534,106,86.447091
222.288813,103,86.511678
222.10746,105,86.578027
222.010652,103,86.643671
221.739336,103,86.708035
221.854736,103,86.773543
222.351845,103,86.837547
222.402937,104,86.902052
222.587716,105,87.624775
222.491258,104,87.691113
222.775941,105,87.757622
222.529348,104,87.823621
222.363247,104,87.889131
222.561886,104,87.953642
221.944171,103,88.017643
222.279256,104,88.08215
222.561317,104,88.149153
222.657066,105,88.216662
222.446376,104,88.929496
222.22028,103,88.994005
222.43045,103,89.058515
222.078167,103,89.123516
221.447474,102,89.188023
222.315654,103,89.254534
221.88066,103,89.320532
222.407431,103,89.386042
222.59623,104,89.450907
221.451985,102,89.514911
221.953783,102,90.243298
222.581552,104,90.308804
222.306643,104,90.375316
22.981819,500,90.692477
222.746218,104,90.757986
221.689343,102,90.821987
222.079855,103,91.538102
223.022047,105,91.602117
222.488647,103,91.667143
222.445252,103,91.733142
221.925669,102,91.799653
222.542198,104,91.866497
222.43616,104,91.933086
222.135838,104,91.998647
222.467726,104,92.065159
222.573877,104,92.130157
222.163923,103,92.846353
222.78521,106,92.911859
222.815971,105,92.97837
222.707476,104,93.045374
222.459785,104,93.111879
222.324701,103,93.177391
222.052047,103,93.243392
221.696929,102,93.307898
222.041284,104,93.373406
222.363653,104,94.091887
223.206493,106,94.15848
222.127883,103,94.22248
222.245073,103,94.286991
222.356248,105,94.353506
222.953064,106,94.419506
222.098682,104,94.484016
222.081766,105,94.551645
222.934825,106,94.619864
222.543588,104,94.686373
222.922604,106,95.400951
222.88286,105,95.466464
223.05251,107,95.535122
222.624318,105,95.600613
222.394209,105,95.668122
222.433353,104,95.734122
221.997689,104,95.800636
222.997836,105,95.867146
222.61258,104,95.933144
222.499005,104,95.99966
222.982617,106,96.725564
222.947747,106,96.794074
222.456262,104,96.860588
222.171199,103,96.924234
221.892077,104,96.991365
45.245263,500,97.306484
221.451276,103,98.021856
222.59379,105,98.089365
222.713886,104,98.154875
222.811834,105,98.221878
222.687112,104,98.289394
222.353387,103,98.356122
222.116187,104,98.422691
222.445886,104,98.487198
222.054742,104,98.55232
222.773677,105,98.618793
222.46535,105,99.337384
222.78321,105,99.404896
222.082926,103,99.470409
222.470475,103,99.536407
222.874848,105,99.602916
223.265396,107,99.66902
221.641075,102,99.734037
222.351665,104,99.801239
223.196499,105,99.868749
222.364453,104,99.932751
222.071197,104,100.655509
222.48772,104,100.721018
222.765634,105,100.788531
222.717234,105,100.855704
222.693088,104,100.922212
222.359641,104,100.987725
222.286987,103,101.05373
222.097537,103,101.117808
221.902213,102,101.183321
222.051665,103,101.897955
222.746372,104,101.963974
222.171226,103,102.029504
222.771837,105,102.096017
222.18594,103,102.162534
222.024999,103,102.228532
222.2344,103,102.294048
222.635236,104,102.361245
222.969154,106,102.433244
222.9008,105,102.537232
221.655919,102,103.293528
221.801616,103,103.36058
222.657418,104,103.425581
221.137485,101,103.487688
222.792246,105,103.55369
222.085371,102,103.619256
222.124174,103,103.685762
223.08551,106,103.752765
222.227059,103,103.817907
222.557572,104,103.885012
222.027355,103,104.600583
222.402265,104,104.666709
222.073557,103,104.731708
-3.340523,500,105.044553
221.733861,102,105.110063
221.966021,102,105.175603
221.830805,102,105.883679
222.125577,103,105.948684
221.675293,102,106.013748
221.738736,102,106.078802
222.500294,104,106.144806
222.161039,103,106.210958
222.05381,103,106.276472
222.394939,103,106.342472
222.789523,105,106.40898
221.84993,102,106.473156
222.084045,104,107.184688
222.381644,104,107.251692
222.192731,103,107.315879
222.368276,104,107.380932
222.488995,103,107.44495
222.042929,103,107.509995
221.70966,102,107.574795
222.342704,104,107.639105
222.220973,103,107.70321
222.137413,103,107.768382
222.018928,102,108.48493
222.578926,104,108.549443
221.69194,102,108.613951
223.161238,105,108.680023
222.26598,103,108.745023
221.522098,102,108.810084
221.927078,102,108.875193
221.877664,102,108.94019
222.11685,103,109.006249
222.228044,103,109.07232
221.333605,102,109.788754
222.275848,103,109.855124
221.686551,102,109.921632
222.266785,103,109.987144
221.828252,102,110.050148
222.345752,104,110.115655
221.903809,104,110.182167
221.605669,102,110.246169
222.509581,104,110.310678
221.790423,102,110.373185
222.03995,103,111.086915
221.743071,102,111.152919
222.776389,105,111.218424
222.077657,103,111.283987
221.759675,102,111.347658
222.606613,104,111.412288
222.066214,104,111.476797
221.806792,102,111.540797
221.668292,102,111.605109
221.80007,104,111.670215
221.993671,103,112.387992
221.741817,102,112.451994
222.352055,104,112.518616
222.05347,103,112.585207
221.958912,103,112.651209
221.302637,102,112.715715
222.555757,104,112.781226
22.818632,500,113.750197
222.670348,104,113.815706
221.842082,102,113.881215
222.043765,103,113.946217
222.196951,103,114.011724
222.749211,104,114.077232
222.349645,104,114.141232
221.580205,102,114.205278
221.72714,103,114.270787
222.641631,104,114.990484
222.241568,103,115.055503
221.931971,104,115.122007
222.634768,104,115.187517
222.684949,104,115.253519
222.174553,103,115.316025
222.079564,104,115.381536
222.11145,103,115.446534
222.278754,104,115.512043
222.179029,103,115.57816
222.657953,104,116.29795
222.007709,103,116.364459
222.450764,104,116.430122
222.153149,103,116.495637
222.95746,105,116.56274
22.856832,500,116.878288
222.692761,105,117.603463
222.767065,104,117.66898
222.476923,104,117.73598
222.637076,104,117.802829
222.538506,104,117.86839
222.703498,104,117.933896
222.541798,105,118.000405
222.955455,105,118.066916
222.242472,104,118.132915
222.508935,104,118.198427
221.365858,102,118.91268
221.772823,102,118.977192
221.852962,102,119.04219
222.548297,104,119.107702
221.885888,103,119.172629
222.320644,104,119.237283
221.93689,102,119.301795
222.694853,104,119.367304
222.1078,103,119.432302
222.479658,104,119.497813
221.870608,103,120.222085
222.41171,104,120.288594
221.978305,102,120.353596
222.351549,104,120.420644
221.971419,103,120.485153
222.530235,103,120.549663
221.589738,102,120.613958
221.465623,102,120.680088
222.440346,103,120.745089
221.952724,103,120.810601
222.023803,103,121.53022
222.403037,103,121.594793
221.634793,102,121.659796
221.427304,102,121.725304
221.596652,103,121.789815
222.314957,103,121.854816
222.702438,104,121.921321
222.496458,104,121.9869
221.751394,102,122.051906
-3.318293,500,123.021784
222.083954,103,123.085293
222.234922,103,123.148293
222.740317,104,123.213805
222.600726,104,123.279318
222.764836,104,123.345318
222.378334,103,123.410479
222.125882,103,124.122044
223.087263,105,124.189553
222.851539,105,124.256469
222.510801,104,124.322217
222.802148,105,124.389239
221.768841,102,124.453244
222.201569,103,124.517262
222.817723,105,124.58384
222.866718,105,124.64984
222.944879,105,124.716353
222.292559,103,125.429348
222.206253,104,125.493862
222.478554,104,125.558866
221.988268,103,125.624863
221.891035,102,125.689373
223.223091,106,125.756378
221.615053,102,125.821882
222.499461,104,125.888396
222.553925,104,125.953396
223.054711,106,126.671512
222.621229,104,126.735512
222.321312,104,126.802024
222.538406,104,126.867529
222.765069,105,126.934532
222.451286,104,127.000093
222.777815,105,127.0676
222.250175,103,127.437763
222.932137,105,127.50488
222.386394,103,127.570915
222.904464,105,128.281
223.257692,106,128.348
221.519117,102,128.411515
222.263463,103,128.475022
222.565344,103,128.538531
222.534937,104,128.605371
222.16742,103,128.670942
222.125353,102,128.73445
221.83694,102,128.79796
222.465497,103,128.863964
222.565111,104,129.579406
222.402353,104,129.644405
222.626733,104,129.709914
222.591333,104,129.775426
221.783514,103,129.840424
222.61123,104,129.905937
222.885206,105,129.972445
222.215399,103,130.037445
221.873632,103,130.103956
222.419586,103,130.169468
222.517195,103,130.887188
222.763413,104,130.953187
222.609717,104,131.017697
221.959611,103,131.081249
222.349761,103,131.146248
222.86796,105,131.213311
222.662958,105,131.278824
222.327069,104,131.344824
222.712997,105,131.412332
222.672197,104,131.477843
222.720514,105,132.195855
222.6277,104,132.261858
223.008593,105,132.329363
222.433892,104,132.394873
221.945501,103,132.460876
222.351136,104,132.52644
222.700261,104,132.590946
221.813497,103,132.655951
222.507807,103,132.721458
222.394784,103,132.787967
222.482885,103,133.504261
222.23858,103,133.569266
222.480149,104,133.633766
222.235058,103,133.699277
-4.151309,500,134.014805
222.169394,103,134.081312
222.231154,103,134.792183
222.270138,103,134.856188
222.846458,104,134.921692
222.283626,103,134.984204
221.946201,103,135.049134
222.60677,104,135.114626
222.137293,103,135.179184
222.809706,104,135.245186
222.119277,103,135.311695
222.466158,104,135.378202
222.466642,103,136.092077
222.497962,104,136.158077
223.324065,106,136.225588
222.414064,103,136.291094
222.23503,104,136.357098
222.632418,104,136.424609
222.562642,103,136.489119
222.170739,102,136.553738
221.865022,103,136.618752
222.446103,104,136.685262
221.842112,104,137.402995
222.097521,102,137.468069
222.589414,104,137.533577
221.637484,103,137.598117
222.614881,104,137.66212
222.216371,103,137.726627
-3.190042,500,138.693404
222.608536,104,138.759421
223.273061,106,138.826929
222.633285,104,138.89308
223.0369,105,138.960083
223.338388,106,139.026187
222.28391,103,139.092287
222.880668,104,139.15929
222.735208,104,139.225799
222.686643,104,139.291399
222.748404,105,140.01025
22.988664,500,140.3293
223.558311,107,140.397808
223.346963,106,140.465814
222.48089,104,140.532419
222.072053,102,140.596454
222.628631,104,141.309192
223.271538,106,141.376704
222.876261,105,141.442706
222.62425,104,141.509231
222.553352,104,141.574943
223.629177,107,141.641996
222.711675,104,141.709013
222.913879,105,141.775523
223.068354,105,141.843523
222.744132,103,142.55941
222.298236,103,142.623009
223.002873,105,142.68852
223.034334,105,142.753519
222.361796,103,142.819031
222.374346,103,142.883128
222.694224,104,142.948641
222.37164,103,143.014676
222.600694,104,143.080187
222.612544,104,143.147187
222.797226,104,143.865784
222.506849,103,143.931294
222.469351,103,143.995807
222.081779,103,144.06181
222.286142,103,144.12689
222.608613,103,144.192033
222.377732,103,144.258035
222.813973,105,144.325357
222.329292,103,144.389866
222.547881,104,144.454867
222.120595,103,145.17162
222.079306,102,145.2367
222.770742,104,145.303785
223.10846,105,145.369788
222.716177,104,145.43584
222.168335,103,145.500349
222.523714,103,145.565354
222.251843,103,145.629993
221.979489,103,145.696105
221.83971,102,145.761107
222.721873,104,146.477794
222.200294,103,146.543307
222.98552,105,146.609339
222.476422,103,146.674342
222.999003,105,146.739849
223.03973,105,146.805027
222.559731,104,146.872031
222.545406,104,146.938095
221.998284,102,147.003205
223.29732,106,147.070861
222.226501,103,147.782859
222.609871,103,147.848861
222.716221,104,147.914916
223.072682,105,147.98207
221.72265,103,148.049542
222.511152,103,148.115125
222.698341,104,148.180691
221.76884,102,148.245693
222.12279,102,148.310202
221.702469,102,148.375204
221.320305,102,149.089941
221.917889,102,149.15594
222.566112,104,149.222022
222.746127,104,149.289072
222.064671,103,149.354073
222.330416,104,149.42116
222.050427,102,149.485672
222.431442,103,149.551671
22.580062,500,150.528629
222.513306,103,150.594203
22.651035,500,150.910735
222.048382,103,150.975737
222.202103,103,151.687582
222.774418,104,151.754582
222.515759,104,151.819688
222.493755,104,151.886243
222.91996,104,151.951248
222.81907,104,152.016822
222.837017,104,152.083332
223.151445,105,152.148332
222.615799,104,152.212845
222.798278,104,152.278846
222.288882,103,152.99828
222.811161,104,153.064278
222.556562,103,153.130431
222.799043,104,153.194942
223.223267,105,153.259942
221.543111,102,153.32345
222.563509,103,153.387963
222.76547,104,153.453963
222.270245,103,153.517472
222.17031,103,153.581983
222.700924,104,154.298697
222.749297,104,154.3657
223.081261,105,154.432209
222.334787,103,154.498725
222.653713,104,154.561725
223.721014,107,154.629876
222.607785,104,154.695892
222.621136,104,154.762893
222.59041,104,154.827407
223.016946,104,154.892758
222.70144,104,155.608372
222.957572,105,155.674372
222.789114,104,155.740878
222.166252,103,155.80539
222.157712,102,155.870393
222.944483,104,155.9369
221.453058,101,156.001942
222.738535,105,156.06795
222.552949,104,156.133449
222.797682,104,156.852618
223.386033,106,156.920129
222.891894,104,156.986702
222.756485,104,157.052701
222.680925,103,157.118214
222.599807,104,157.183548
223.002966,105,157.248615
222.937835,105,157.313126
223.191153,105,157.379127
223.029998,105,157.445653
222.74221,105,158.164759
223.140382,105,158.232272
222.41189,104,158.29678
222.627951,104,158.361781
222.497563,104,158.427837
223.001198,105,158.494349
222.497146,104,158.561446
222.864164,104,158.627421
222.813369,104,158.693933
223.070562,105,158.758933
222.097262,102,159.478451
223.138859,105,159.544618
222.305463,103,159.610126
223.092086,105,159.675131
222.69324,104,159.740638
222.330165,104,159.807147
223.221647,105,159.873152
222.419085,104,159.939659
222.819114,104,160.006172
222.601445,103,160.071175
223.324995,105,160.794275
222.859113,104,160.859499
222.783677,104,160.926084
222.753903,104,160.992817
222.653588,103,161.058582
222.89092,104,161.124649
222.689072,104,161.19116
223.007203,104,161.257159
222.136523,103,161.322393
223.09018,105,161.389903
222.266776,102,162.111906
222.622206,103,162.177908
223.132982,105,162.245415
222.719507,104,162.310926
222.799177,104,162.377948
222.139567,103,162.443455
223.313363,105,162.510558
222.204473,102,162.57456
222.52178,103,162.640069
223.375473,105,162.707576
222.200845,103,163.41977
222.351308,103,163.485283
221.861951,102,163.549283
223.086002,105,163.615985
222.256309,102,163.679899
222.069882,102,163.745415
222.899555,104,163.811927
222.865025,104,163.87591
222.57224,103,163.942417
222.435627,103,164.007928
222.300799,103,164.723757
222.508872,103,164.789268
222.245083,103,164.853268
222.220635,103,164.917842
222.747661,104,164.982843
222.251885,102,165.04735
221.623132,102,165.1104
222.797538,104,165.175406
222.680621,104,165.241913
222.61721,104,165.962036
221.876646,102,166.026546
221.901571,102,166.091055
222.372354,103,166.157055
222.050173,102,166.221564
221.968864,102,166.287073
222.130554,102,166.352073
222.15188,102,166.417583
222.5597,104,166.48409
221.643755,102,166.548614
222.173575,103,167.266624
222.394625,103,167.332136
222.964885,104,167.397739
223.304282,106,167.465756
222.438606,103,167.531186
222.57954,104,167.597325
223.116715,105,167.664324
221.845646,103,167.729834
222.258935,103,167.795341
223.113491,105,167.861342
223.202538,105,168.577742
222.546092,104,168.644248
222.066749,102,168.708849
222.446369,103,168.773852
222.753484,104,168.84036
222.220941,103,168.905872
222.971286,104,168.972875
222.620195,104,169.038893
222.340385,103,169.104405
221.8361,102,169.169405
222.71965,104,169.887698
222.78754,104,169.9527
221.99023,103,170.01721
222.509714,103,170.083212
222.631672,104,170.149718
222.742906,103,170.215228
223.158607,105,170.282229
223.00586,105,170.348737
222.438184,103,170.415251
222.399575,103,170.480254
222.914448,104,171.196993
222.221972,102,171.261992
223.108374,105,171.328499
222.324728,103,171.393012
222.704818,104,171.458014
223.042072,105,171.525521
222.412121,103,171.590031
222.60576,104,171.657031
222.059173,102,171.723064
221.538995,101,171.78697
221.549061,102,172.503685
222.049785,102,172.568785
222.225138,102,172.633797
-2.752584,500,172.951224
221.487424,102,173.016731
-2.427418,500,173.980306
222.881569,104,174.045881
222.783133,104,174.112898
222.234161,103,174.178899
222.285777,103,174.243407
222.569675,103,174.308916
222.298585,103,174.375421
222.355527,103,175.088047
222.974207,105,175.153522
