#{"t_start": 1779171662.9293005, "env_id": "None"}
r,l,t
222.552548,103,165.271913
222.296761,103,165.991545
222.085884,103,166.057549
222.483831,104,166.123056
223.071791,105,166.189564
222.645117,104,166.256565
45.281068,500,166.574619
222.36412,103,167.293136
221.852612,102,167.358137
222.908683,104,167.424249
222.176916,104,167.490996
222.029188,103,167.556695
222.394074,103,167.621325
222.42647,103,167.686834
222.438025,103,167.752834
222.227696,103,167.817342
221.780248,102,167.882857
222.845837,104,168.598247
222.666341,104,168.664249
221.908921,102,168.728849
222.151435,103,168.794362
222.12622,103,168.860362
222.716337,104,168.925875
222.585321,103,168.992894
222.103921,102,169.056893
222.501951,103,169.123405
223.002248,105,169.190006
223.056425,105,169.908701
222.646699,104,169.972704
221.692541,102,170.03721
222.81081,104,170.104719
222.521703,104,170.170719
222.961085,105,170.238228
222.89179,104,170.302736
222.221921,103,170.369738
222.727651,104,170.436252
222.845912,104,170.501765
222.690694,104,171.217992
222.698234,104,171.283994
222.782542,104,171.349499
221.89451,102,171.414012
222.137998,103,171.480017
222.598371,103,171.544523
22.333842,500,172.51578
222.577358,104,172.582291
222.135807,102,172.646797
222.006491,102,172.71231
222.303534,103,172.776311
