#{"t_start": 1779171662.9283006, "env_id": "None"}
r,l,t
221.96876,106,43.132416
222.301834,106,43.200925
222.124477,105,43.266436
222.039239,104,43.332438
221.506072,105,43.397944
222.154652,106,43.465038
221.526805,105,43.53204
221.716513,104,43.597705
221.936734,105,43.664214
222.054873,105,43.728305
221.935405,105,44.45551
221.671585,104,44.519624
222.190988,106,44.58664
222.448726,107,44.652151
222.280532,104,44.723159
221.37984,104,44.788663
222.137164,105,44.856176
221.875612,105,44.923182
222.206298,106,44.989687
222.330534,106,45.707285
222.078532,108,45.775794
221.671138,105,45.842303
222.405984,105,45.908304
221.32011,103,45.971812
221.567166,103,46.036323
221.837357,105,46.102323
221.547412,104,46.168837
222.338419,105,46.235339
222.272214,106,46.302344
220.843267,104,47.018814
222.490551,108,47.088416
222.028206,104,47.154835
222.535516,106,47.221839
222.678724,106,47.289435
222.16096,105,47.356856
222.518968,106,47.423969
222.180917,106,47.492479
222.403027,106,47.559995
222.143121,105,47.627271
222.437059,105,48.34407
221.897755,104,48.410069
222.192049,105,48.476576
221.689376,105,48.542209
222.748922,106,48.609978
221.657987,103,48.675531
222.162714,104,48.742129
221.723005,103,48.807131
221.926518,105,48.873641
221.712363,105,48.940148
222.619227,106,49.660263
222.603738,104,49.726265
222.534304,105,49.791772
222.2032,106,49.857818
222.187437,105,49.922819
221.905685,104,49.989325
221.720411,104,50.054834
222.534328,105,50.119835
222.18339,105,50.186345
222.237455,105,50.91002
222.675041,106,50.976538
221.999027,104,51.041055
222.17372,105,51.107107
222.215845,104,51.168613
222.161177,104,51.232616
222.53136,105,51.298123
222.356818,105,51.363634
222.02731,104,51.430634
222.167081,104,51.49514
222.491796,106,52.211885
222.66914,105,52.278347
221.955304,104,52.345361
222.521252,106,52.411841
222.490619,104,52.478278
222.676998,106,52.545912
222.737947,106,52.611424
222.12189,105,52.677935
222.593134,105,52.743959
222.265621,105,52.81096
222.693259,105,53.530039
222.202582,104,53.596498
222.009466,104,53.662009
221.685385,103,53.727011
222.363257,105,53.794156
222.167579,104,53.859665
221.842709,104,53.925669
222.276197,106,53.993175
221.653468,103,54.059686
221.840271,105,54.125689
221.39484,103,54.839791
222.129416,104,54.90479
222.230899,106,54.970302
222.12346,104,55.036304
22.639703,500,55.353418
222.588197,105,55.419418
222.193849,104,56.138244
222.412072,105,56.205249
222.209173,105,56.272756
221.532221,102,56.336759
222.486398,105,56.403269
221.310526,103,56.467867
222.046441,104,56.533976
222.278871,104,56.599907
222.196162,104,56.667419
221.562964,102,56.732421
221.14928,102,57.445626
222.466057,105,57.510627
222.033964,104,57.576136
222.069098,104,57.64165
222.806943,106,57.70965
221.859265,103,57.775158
222.351337,104,57.840672
222.068287,104,57.906673
222.019128,104,57.972196
221.456992,102,58.038197
222.019739,104,58.752304
222.655324,105,58.819304
222.538277,106,58.886833
222.147364,104,58.952342
222.79242,105,59.018342
222.033947,103,59.083851
221.921033,104,59.149448
221.820643,103,59.21536
221.971503,102,59.279869
221.500695,103,60.004436
222.294886,104,60.069944
222.343425,105,60.136948
221.88652,103,60.201456
221.846456,103,60.265968
221.813615,104,60.331973
221.262405,102,60.39548
222.132418,104,60.460991
221.508012,103,60.526502
222.132088,104,60.592012
222.113902,104,61.309665
221.514142,102,61.375174
221.602016,102,61.440685
221.773508,103,61.505685
221.647442,103,61.572217
222.58693,104,61.638205
222.016239,103,61.702857
222.50706,104,61.769368
222.109875,104,61.834371
221.334089,102,61.89888
221.246814,103,62.617512
22.542608,500,62.933055
222.660056,105,62.999565
222.435035,105,63.067076
221.651092,104,63.133081
221.744535,103,63.499785
222.139323,104,64.21592
222.220303,104,64.282436
222.24845,104,64.347948
222.099658,104,64.414948
221.864755,103,64.480001
221.944905,104,64.545138
222.159143,103,64.609649
222.019228,104,64.67516
222.431104,105,64.742672
222.601124,105,64.809672
222.072968,103,65.526739
222.012296,103,65.591738
222.392761,104,65.657929
221.339708,102,65.722929
221.725796,103,65.789009
221.815082,103,65.854069
222.339655,104,65.920924
222.283207,104,65.986784
222.904716,105,66.053803
221.500937,102,66.118804
221.701109,102,66.831568
222.02884,103,66.897075
221.699556,103,66.963647
221.896446,103,67.029204
222.262113,104,67.094711
222.263622,105,67.162221
222.328519,104,67.227263
221.971921,103,67.292771
222.121095,105,67.3603
221.917891,103,67.426319
222.320017,104,68.142915
222.238989,103,68.208423
222.060303,103,68.274933
221.805853,103,68.340939
222.228539,103,68.406446
222.07902,103,68.471956
222.675618,104,68.536471
222.746787,105,68.603948
221.410802,102,68.667458
221.46393,102,68.732462
222.674089,105,69.446778
221.893481,104,69.514779
221.907141,103,69.581291
222.280064,104,69.6478
222.287438,104,69.7128
222.325265,104,69.77931
222.022083,104,69.844387
222.789547,105,69.912477
222.257992,105,69.976897
222.585855,104,70.042402
222.425839,105,70.762012
222.653995,105,70.829015
222.161284,104,70.894521
222.437757,104,70.961034
222.044686,103,71.027034
221.762202,103,71.092609
221.73909,103,71.158121
222.129328,103,71.223119
222.470604,104,71.287726
222.804662,105,71.355143
221.911875,104,72.071252
222.276493,104,72.137255
222.394662,104,72.203762
222.083327,103,72.269815
222.941112,106,72.337819
222.704436,105,72.403494
222.912488,105,72.471051
222.637686,105,72.538668
222.969457,106,72.604173
222.10991,103,73.318926
221.742637,103,73.383433
222.378493,104,73.449041
222.764198,105,73.516039
223.084671,106,73.584781
222.152798,104,73.650518
221.646945,102,73.714519
222.298753,104,73.780027
222.345276,104,73.846331
221.695172,103,73.911333
221.771163,103,74.6267
222.527461,106,74.693808
222.557548,105,74.759404
222.615356,106,74.827404
222.041453,104,74.893915
222.050036,103,74.959423
222.147701,103,75.024423
222.905928,107,75.091933
222.883576,105,75.157441
222.065835,104,75.223441
222.959959,105,75.932365
222.481192,104,75.998869
222.070444,104,76.065391
222.98188,106,76.133394
223.371202,107,76.200903
222.818726,105,76.269506
222.806689,105,76.335505
223.036583,106,76.403013
222.345064,104,76.468522
222.635749,105,76.532614
223.311977,107,77.250553
223.175199,107,77.317555
223.074609,106,77.383062
223.228355,106,77.450097
222.77051,105,77.516646
222.431962,104,77.582635
222.752257,105,77.649143
222.22442,104,77.713146
222.577775,105,77.779653
222.727383,105,78.495827
223.001726,106,78.562845
222.722464,105,78.630847
222.919917,105,78.697898
222.346047,104,78.762408
222.747142,104,78.826418
223.003521,105,78.89334
223.100953,107,78.960897
223.13899,106,79.027408
222.678506,105,79.093915
222.751816,105,79.815722
222.480151,104,79.882307
222.493973,104,79.947818
222.840178,105,80.015818
222.268887,103,80.081326
222.796734,105,80.147928
222.728204,106,80.213836
223.025316,105,80.279357
223.340977,106,80.346864
222.486945,104,80.410867
222.946703,105,81.127524
222.210973,104,81.193537
221.980381,103,81.258045
221.681379,102,81.322046
222.229158,103,81.385555
223.23829,106,81.453064
222.782708,105,81.519064
221.734881,103,81.583578
222.812879,105,81.650739
222.43423,103,81.716739
222.512665,104,82.432438
223.500428,107,82.499951
222.235636,105,82.5656
222.294176,103,82.628104
222.097129,103,82.694613
222.679393,105,82.761124
222.565233,104,82.827123
222.425377,104,82.89285
222.294213,104,82.959552
222.191563,104,83.024565
222.57178,104,83.739708
222.79498,105,83.805213
221.642888,102,83.868812
222.620151,104,83.934815
222.01598,103,83.999321
222.245591,105,84.065835
221.781162,104,84.131833
222.676869,105,84.197341
222.953315,107,84.26494
221.973184,103,84.978943
221.504967,103,85.044948
222.944186,105,85.111451
222.215917,104,85.17696
222.344126,104,85.242963
222.519426,104,85.308469
222.436918,104,85.37564
221.728096,103,85.439706
221.98765,102,85.503718
222.131291,103,85.569234
45.345365,500,86.538679
221.77247,102,86.603669
221.994414,103,86.669035
222.180174,104,86.735038
222.433374,104,86.800543
222.076317,103,86.865052
221.873058,103,87.583264
222.095276,103,87.649778
222.558415,104,87.716116
222.498618,104,87.781623
222.59833,105,87.848624
221.995079,103,87.913131
223.072169,106,87.979642
222.518818,104,88.043647
222.62103,104,88.10915
221.566781,104,88.17566
222.25149,103,88.888496
222.548715,104,88.954006
222.24402,104,89.019007
222.152612,103,89.084515
222.735723,104,89.15002
222.342681,103,89.216022
222.342695,103,89.281533
222.337987,104,89.347535
222.540522,104,89.414402
222.342129,103,89.477913
222.325201,104,90.208294
222.513763,104,90.273804
222.997827,105,90.339808
222.365017,104,90.406316
222.706129,104,90.471826
222.177817,103,90.536456
222.019141,103,90.601964
221.85688,103,90.667477
222.047981,103,90.733477
221.933333,103,90.796988
221.253348,102,91.513102
223.202832,106,91.579116
221.933656,104,91.643119
222.281269,104,91.710143
222.354659,104,91.775653
222.360676,103,91.842443
222.948913,106,91.910573
222.352026,104,91.977648
222.838498,105,92.043652
221.941307,104,92.110157
223.020784,105,92.827347
222.648303,105,92.891861
222.511524,105,92.95837
222.192354,103,93.024371
222.175327,103,93.09088
222.409127,103,93.15639
222.758792,104,93.22239
221.916314,103,93.288899
222.578339,103,93.352407
221.856825,103,93.416409
222.329558,104,94.135972
222.456418,104,94.201482
45.291224,500,94.514642
222.532307,104,94.581867
222.354138,104,94.647866
222.056873,103,94.713373
222.187123,104,95.42695
223.113716,106,95.493464
222.915796,106,95.560631
222.239361,104,95.626612
222.844409,105,95.693122
222.016215,103,95.759633
223.207228,106,95.826634
222.486858,104,95.893144
222.903041,105,95.959658
222.388306,104,96.025658
222.568117,105,96.751566
221.31105,103,96.818074
222.497641,104,96.884593
222.664436,104,96.948237
222.921527,104,97.015365
222.361457,104,97.080875
221.859086,104,97.14688
221.555602,104,97.211391
222.39084,104,97.277484
222.960456,106,97.995857
221.947093,103,98.060365
222.876636,106,98.128366
223.060515,105,98.194881
222.397642,103,98.260391
222.320188,104,98.32861
222.752538,105,98.395179
222.651916,104,98.461199
221.793481,103,98.525314
222.5023,104,98.591794
221.847848,103,99.308382
222.632002,105,99.374897
222.590555,105,99.442899
222.336789,105,99.509408
222.708328,105,99.576917
222.668123,104,99.64092
222.76145,105,99.708038
221.950418,103,99.77424
222.76568,104,99.840245
221.994808,103,99.905751
222.264446,103,100.626503
222.47372,104,100.692019
222.846118,105,100.758532
221.99079,103,100.825532
222.837396,105,100.892212
222.472118,103,100.956725
222.379078,103,101.022725
222.45711,104,101.088811
222.775608,105,101.155319
223.14464,105,101.222322
222.404352,104,101.93797
222.37815,104,102.003505
222.374931,104,102.070017
221.232326,102,102.135017
222.472928,104,102.201533
222.334322,103,102.268047
222.811534,104,102.334047
222.662271,104,102.402245
222.314107,103,102.473516
222.046835,103,102.575745
222.306012,104,103.331529
223.259077,106,103.398581
222.269585,104,103.463688
222.352554,103,103.528687
221.752242,102,103.593256
222.386422,104,103.659763
222.562389,104,103.726764
221.933157,103,103.791908
222.448775,104,103.858504
222.882772,105,103.926013
222.056856,103,104.640585
222.44196,103,104.705708
221.929843,103,104.770761
222.109516,103,104.83602
222.02541,103,104.901017
221.557314,103,104.96555
221.971408,102,105.027548
222.480649,103,105.094062
222.23374,103,105.159163
222.469756,104,105.225605
222.772375,104,105.93468
222.813777,104,106.000749
222.574797,104,106.066802
221.523119,102,106.132802
221.289802,101,106.196959
221.931359,102,106.261471
222.537699,103,106.327471
222.329711,103,106.392982
221.860088,102,106.457986
222.603546,104,106.523668
222.310797,104,107.235688
222.651306,104,107.300879
222.274674,103,107.365933
222.630517,104,107.429951
222.664154,104,107.495995
222.185199,104,107.561125
221.996705,103,107.625105
222.209326,103,107.69021
222.533764,104,107.754215
221.955718,103,108.471931
222.262118,104,108.536442
222.030189,103,108.601951
221.928757,102,108.666023
222.764236,104,108.732025
222.110061,103,108.797084
222.031117,103,108.863193
221.847611,102,108.928192
222.156495,103,108.994253
222.123039,103,109.060253
222.216188,103,109.777758
221.868764,103,109.843754
222.339336,103,109.910632
222.525343,104,109.977144
221.821051,103,110.041144
222.264869,103,110.105655
222.402641,104,110.172167
222.073096,103,110.237168
222.648623,105,110.301678
222.361737,104,110.366186
222.258115,103,111.079917
222.293718,103,111.145918
222.212834,103,111.210426
221.475829,102,111.275936
221.726468,103,111.339658
222.227512,104,111.404286
222.0559,102,111.467799
222.005256,103,111.532797
222.456831,104,111.597111
221.620268,102,111.661111
222.789205,105,112.380992
221.544168,102,112.444993
222.700864,104,112.511615
221.913856,103,112.577206
222.456251,104,112.644208
221.39482,103,112.709717
222.354399,104,112.775224
222.793886,104,112.841224
221.742348,102,112.90471
222.272272,103,112.968222
222.714116,103,113.688195
222.274146,103,113.754198
222.437832,103,113.818706
222.364968,104,113.885216
222.231718,103,113.95031
222.019499,103,114.015725
44.756366,500,114.983485
222.320335,103,115.049504
221.561905,102,115.11401
222.342915,104,115.179518
222.621399,104,115.245517
221.890708,102,115.308026
222.557268,105,115.373536
222.084358,103,115.438534
222.045697,103,115.504044
223.370911,106,115.570555
222.100129,103,116.290951
222.484087,104,116.357957
221.978381,102,116.422121
23.390642,500,116.73827
222.854276,105,116.804781
222.414863,104,116.87129
222.821442,104,117.594465
222.051343,103,117.660468
222.226714,103,117.725979
223.181189,105,117.794327
223.132656,106,117.860883
222.996691,105,117.927896
221.836567,102,117.991409
222.4968,104,118.057408
222.575958,104,118.123915
222.333626,103,118.188426
222.372136,103,118.90368
221.820744,103,118.968191
22.219921,500,119.283796
221.930509,102,119.347795
222.211336,103,119.413302
221.788654,103,119.478813
222.265107,103,120.202085
222.38539,103,120.267593
223.139789,105,120.334593
222.024394,102,120.399645
221.645699,102,120.464647
222.335852,104,120.529663
221.758166,103,120.594959
222.28404,103,120.660961
223.209568,106,120.728089
222.947544,105,120.795601
222.55435,103,121.51422
222.567745,104,121.579793
221.531891,102,121.644793
221.927184,104,121.711303
222.145598,103,121.775814
222.481676,104,121.841814
222.630703,104,121.908322
222.818133,104,121.97389
222.251085,103,122.038904
222.432939,104,122.105047
221.947069,103,122.823765
222.74506,104,122.889277
221.687793,102,122.95428
222.543022,104,123.019785
221.703089,102,123.082294
223.002905,105,123.147293
222.814165,104,123.212806
222.526356,104,123.279317
221.861568,103,123.344319
222.316302,103,123.40848
222.342892,103,124.120045
222.740292,104,124.186553
222.678812,105,124.254433
222.553492,104,124.320214
222.982655,104,124.386239
222.588001,104,124.451239
222.634923,104,124.516263
221.826605,102,124.580841
222.777526,105,124.646841
222.326314,104,124.713353
222.240928,104,125.427348
222.292807,104,125.49086
222.381255,103,125.555866
222.513633,105,125.622863
222.517717,104,125.688373
222.726929,104,125.754376
223.185108,105,125.820882
222.138481,103,125.887396
222.496282,104,125.953397
221.547953,102,126.667515
222.704771,105,126.732514
222.599069,104,126.799025
222.226251,103,126.864028
222.923157,106,126.931533
222.792562,106,126.999094
222.055739,103,127.064098
222.665661,104,127.435763
223.38457,106,127.502882
222.699716,104,127.569915
223.057949,105,128.28
222.561803,104,128.346
221.972517,103,128.410515
222.217914,103,128.473021
222.152277,104,128.537532
222.25978,104,128.604372
222.4012,103,128.669942
221.890353,102,128.73345
223.196414,106,128.799959
222.605099,104,128.866964
223.049087,105,129.582406
222.54199,103,129.646406
222.419787,104,129.711915
222.441922,104,129.777425
44.904242,500,130.093956
221.98445,103,130.159961
222.652015,104,130.878188
222.59253,105,130.945188
222.218528,104,131.009697
221.915044,103,131.073249
222.895807,105,131.139251
223.267802,105,131.207312
222.441485,104,131.271823
223.333798,107,131.339824
223.017115,105,131.406332
222.680686,105,131.472844
221.833898,102,132.188857
222.192327,104,132.254857
223.007323,105,132.322364
222.582641,105,132.388874
222.480491,104,132.454878
222.562622,104,132.521438
222.3445,104,132.585947
222.355666,104,132.650947
223.062152,105,132.718458
222.472103,104,132.784969
223.004721,105,133.502262
221.841027,103,133.567266
222.482308,104,133.632767
222.175519,103,133.697277
222.107498,103,133.761279
221.962462,103,133.826786
221.392465,101,133.890296
222.803222,104,133.9563
222.361243,104,134.022804
221.309933,102,134.087314
223.0238,105,134.800184
222.744952,104,134.865188
222.567044,103,134.929693
222.798873,105,134.993206
222.292899,104,135.05942
221.99626,102,135.123168
222.683772,103,135.188187
221.975401,103,135.254185
222.300472,103,135.320695
222.580897,104,135.387203
222.436615,104,136.101076
222.742587,104,136.16708
222.710493,104,136.23359
222.225851,103,136.299095
222.248993,102,136.364099
222.627018,104,136.43161
221.761256,103,136.496126
222.724465,105,136.562739
222.292678,102,136.62675
222.339177,103,136.69326
222.77397,104,137.410503
222.537809,104,137.476578
222.282624,103,137.54158
222.277255,104,137.606118
222.81025,104,137.670625
222.486386,103,137.73463
222.753676,104,137.80114
223.040808,105,137.867142
222.695088,104,137.933648
222.454636,104,138.648891
221.959293,102,138.714418
222.462962,103,138.779927
222.707274,104,138.845928
222.704689,104,138.912081
222.471371,103,138.977188
222.313731,104,139.043188
222.246568,103,139.108287
222.908696,105,139.176799
222.577344,103,139.241797
222.570064,104,139.959742
222.797267,104,140.026252
222.726807,104,140.092776
222.82729,104,140.160284
223.026773,104,140.224791
222.672112,105,140.291301
222.835754,104,140.358303
222.980709,105,140.42581
222.771819,104,140.492324
222.61522,104,140.558426
222.401788,104,141.272189
222.640929,104,141.336192
223.464761,106,141.403704
222.959748,105,141.469708
222.7703,104,141.536943
221.932241,102,141.599945
222.502889,104,141.667508
223.078885,105,141.734014
222.447548,103,141.800524
222.273719,103,141.866526
222.155895,103,142.581013
222.719655,104,142.645008
222.680919,104,142.710519
222.851845,104,142.775033
222.19029,103,142.841032
222.925944,104,142.905639
223.028811,105,142.971642
222.583716,104,143.037678
222.456948,103,143.104187
222.51748,104,143.170191
222.684549,104,143.889298
222.582707,103,143.954297
222.266513,103,144.018806
222.368086,103,144.083891
222.317651,103,144.149891
222.623573,104,144.21603
222.028093,102,144.281359
222.740161,104,144.347359
221.813721,102,144.411867
222.559049,103,144.476126
222.452249,103,145.193703
222.461156,103,145.258701
222.665892,104,145.324788
222.904235,105,145.39184
222.210608,102,145.455842
222.778612,105,145.521349
222.59482,104,145.586992
222.276839,103,145.652505
222.08862,103,145.718103
223.004801,105,145.785199
222.627827,104,146.501799
222.909642,105,146.568311
222.469727,103,146.634338
222.136104,103,146.697848
223.264857,106,146.764853
221.731843,102,146.828029
222.291638,103,146.894094
222.635112,104,146.960097
222.75426,104,147.026353
223.065869,105,147.740782
222.672464,104,147.806859
222.530963,104,147.873864
222.607784,104,147.938917
221.756945,102,148.006071
222.273123,103,148.071545
222.360199,103,148.137127
222.185415,103,148.202692
222.337015,104,148.268697
222.264458,103,148.334203
222.053246,103,149.048883
222.670391,104,149.115941
221.782473,102,149.181023
221.612198,102,149.247022
221.727823,102,149.312074
221.974719,102,149.377077
22.171129,500,150.354486
221.539088,102,150.419995
221.884343,102,150.484508
222.607554,103,150.549632
222.062168,102,150.615203
221.90984,102,150.680716
222.309656,103,150.743714
222.555792,104,150.809224
222.701152,104,150.875228
222.454639,103,150.940735
222.463468,104,151.654074
222.075615,102,151.718585
222.838698,105,151.785689
222.493486,104,151.851731
221.981645,103,151.916242
222.209724,103,151.980821
222.337572,103,152.046821
222.731096,104,152.112332
222.357382,103,152.176336
222.736156,104,152.240843
222.587227,104,152.960769
222.221895,102,153.026278
222.273601,102,153.090431
22.676299,500,153.403961
222.73492,104,153.469965
222.41476,103,153.532472
223.072041,105,154.250187
222.045622,103,154.3147
222.040099,103,154.381209
222.374909,104,154.447209
222.870809,105,154.51423
222.534757,104,154.577307
223.146277,105,154.645384
222.973513,105,154.711893
223.083443,105,154.779404
222.0524,103,154.84325
222.858241,104,155.55783
222.623466,104,155.624372
223.16629,105,155.689878
223.012205,105,155.756878
223.463212,106,155.823391
223.125611,105,155.890899
222.720144,104,155.956899
222.726189,104,156.023942
222.824114,104,156.08945
222.877391,105,156.15445
223.117823,105,156.874621
222.610532,103,156.94113
223.42218,106,157.008701
222.974753,105,157.074706
222.681244,104,157.141215
222.709673,104,157.206551
222.455359,104,157.269618
222.797433,105,157.335126
222.358745,103,157.400642
222.804589,105,157.466657
222.704261,104,158.186273
223.129244,106,158.252274
223.08206,105,158.317782
223.012942,105,158.383836
22.686257,500,158.702936
222.625952,104,158.767936
223.142219,105,159.488959
221.98803,102,159.553618
222.605601,104,159.61913
223.315089,106,159.684637
222.616568,104,159.750638
223.667021,107,159.818148
222.393621,103,159.883658
223.439723,106,159.951659
222.311687,104,160.018172
222.599944,104,160.083682
222.755964,104,160.805274
222.693959,104,160.871504
222.655028,103,160.936784
223.135869,105,161.004812
222.652553,104,161.070635
222.788625,104,161.137651
222.597722,104,161.20316
222.857305,104,161.269162
222.564187,103,161.335393
223.254703,105,162.058394
222.761405,104,162.125906
222.556053,104,162.192417
222.754368,104,162.258415
222.321208,103,162.323941
222.799107,104,162.390456
222.186577,102,162.455457
223.648249,107,162.523558
222.82203,104,162.590067
223.423591,106,162.657067
222.617465,103,163.370356
222.746952,104,163.43677
222.445319,103,163.501284
221.777339,102,163.56629
221.793305,101,163.629898
222.717649,103,163.694909
222.344086,103,163.760415
222.291796,103,163.825926
222.054685,102,163.889417
222.62324,103,163.955417
222.611503,103,164.671251
222.324315,103,164.736756
222.25649,103,164.803269
221.374126,101,164.865269
221.70431,102,164.928841
222.702259,103,164.994352
221.954855,102,165.057353
222.621997,104,165.121399
222.182305,103,165.186911
221.655453,102,165.250911
222.621886,103,165.972039
221.978769,102,166.035547
221.520149,101,166.100056
221.866935,102,166.165057
222.2755,103,166.230566
222.102045,102,166.296073
221.968124,102,166.361073
222.138634,103,166.426582
222.730584,104,166.493106
222.109565,103,166.558616
222.082969,102,167.27563
222.292463,102,167.341136
222.748409,104,167.407247
222.707406,104,167.473934
222.361633,103,167.539187
221.594397,102,167.603324
222.598015,104,167.669324
222.339597,104,167.735834
222.208916,103,167.801342
221.892402,102,167.866347
221.964979,103,168.580742
222.442256,104,168.647247
222.349952,103,168.712848
222.440949,103,168.777853
222.330175,103,168.843361
221.938552,103,168.908873
221.255845,102,168.973875
221.851761,102,169.039893
222.676766,104,169.105405
222.511263,103,169.171501
221.853042,102,169.887702
222.245661,103,169.951701
222.362056,103,170.017212
222.60999,103,170.083212
222.607414,104,170.149719
222.367197,103,170.215228
221.819678,102,170.280231
222.116993,103,170.345738
222.187519,103,170.411251
222.103038,103,170.477254
222.540806,104,171.192991
222.205501,102,171.257991
221.999947,102,171.3225
222.925109,105,171.388012
221.935032,102,171.453012
222.506376,104,171.519523
222.326441,103,171.583526
222.312377,103,171.650031
222.302776,103,171.716067
222.589538,104,171.782787
222.438646,103,172.500685
222.139656,102,172.565784
222.562073,104,172.631799
221.785949,103,172.69731
